id,front,nmaterials,minPoint,maxPoint,aligned.dims,index,variantIds,isCornerPiece,setIds,componentIds
s__1149,"0,0,1",1,"-0.230016, 0.0, -0.25","0.23001498, 0.976562, 0.25","46.003098, 97.656204, 50.0",831,,,,
s__1150,"0,0,1",3,"-0.53, 0.0, -0.405","0.53, 0.97, 0.405","105.99999, 97.0, 81.0",832,,1,"10,11",
s__1151,"0,0,1",3,"-0.59, 0.0, -0.53","0.59, 1.2, 0.53","117.99999, 120.00001, 105.99999",833,,1,"10,11",
s__1152,"0,0,1",2,"-0.145033, -1.4901161E-8, -0.145033","0.14496702, 0.218359, 0.14496702","29.0, 21.835901, 29.0",834,,,171,
s__1153,"0,0,1",3,"-0.09, -5.9604645E-8, -0.09","0.09, 0.681097, 0.09","18.0, 68.109695, 18.0",835,,,171,
s__1154,"0,0,1",2,"-0.145033, 0.0, -0.145033","0.14496702, 0.646239, 0.14496702","29.0, 64.6239, 29.0",836,,,171,
s__1155,"0,0,1",3,"-0.0698344, 0.0, -0.08500001","0.0698344, 0.252453, 0.0850997","13.966881, 25.2453, 17.00997",837,,,171,
s__1156,"0,0,1",4,"-0.94, 0.0, -0.3","0.94, 2.63, 0.3","188.0, 263.0, 60.000004",838,,,11,
s__1157,"0,0,1",8,"-0.87993, 2.3841858E-7, -0.39","0.87993, 2.27, 0.39","175.98601, 226.99998, 78.0",839,,,"10,11",
s__1158,"0,0,1",4,"-0.61, 0.0, -0.27499998","0.61, 0.839388, 0.27499998","122.0, 83.938805, 55.0",840,,,,
s__1159,"0,0,1",3,"-0.642545, 0.0, -0.31432396","0.607795, 0.35, 0.335676","125.034, 35.0, 65.0",841,,,,
s__1160,"0,0,1",5,"-0.09, 0.0, -0.095","0.09, 0.58533, 0.095","18.0, 58.533, 19.0",842,,,,
s__1161,"0,0,1",2,"-1.435, 0.0, -0.535","1.435, 0.732361, 0.535","287.0, 73.2361, 107.00001",843,,,,
s__1162,"0,0,1",3,"-1.26, 0.0, -0.35000002","1.26, 0.832099, 0.34999996","252.0, 83.2099, 70.0",844,,,,
s__1163,"0,0,1",2,"-0.25, -5.64456E-5, -0.25","0.25, 0.993713, 0.25","50.0, 99.376945, 50.0",845,,,133,
s__1164,"0,0,1",2,"-0.275, -5.64456E-5, -0.25","0.275, 0.993713, 0.25","55.0, 99.376945, 50.0",846,,,133,
s__1165,"0,0,1",2,"-0.4877, 0.0, -0.0250001","0.49230003, 1.34275, 0.025000501","98.0, 134.275, 5.00006",847,,,,
s__1166,"0,0,1",2,"-0.35, -3.5762787E-7, -0.355","0.35, 0.668642, 0.355","70.0, 66.864235, 71.0",848,,,,
s__1167,"0,0,1",2,"-0.45, 0.0, -0.45","0.45, 0.4, 0.45","90.0, 40.0, 90.0",849,,,,
s__1168,"0,0,1",2,"-0.61, 0.0, -0.0450001","0.61, 1.51487, 0.0450003","122.0, 151.487, 9.00004",850,,,,
s__1169,"0,0,1",1,"-0.29, 0.0, -0.289999","0.29, 0.555252, 0.29000103","58.0, 55.5252, 58.0",851,,,,
s__1170,"0,0,1",2,"-0.75, -1.1920929E-7, -0.75","0.75, 0.7, 0.75","150.0, 70.000015, 150.0",852,,,,
s__1171,"0,0,1",4,"-1.8, -2.142787E-4, -0.5799999","1.8, 0.958734, 0.5799999","360.0, 95.89483, 116.0",853,,,175,
s__1172,"0,0,1",2,"-0.39, 0.0, -0.35","0.39, 0.925292, 0.35","78.0, 92.529205, 70.0",854,,,175,
s__1173,"0,0,1",3,"-0.265, 0.0, -0.335","0.265, 0.704425, 0.335","52.999996, 70.442505, 67.0",855,,,,
s__1174,"0,0,1",2,"-0.27, 0.0, -0.27","0.27, 1.88933, 0.27","54.000004, 188.933, 54.000004",856,,,,
s__1175,"0,0,1",2,"-0.21, -2.503395E-6, -0.265","0.21, 0.816961, 0.265","42.0, 81.69635, 52.999996",857,,,,
s__1176,"0,0,1",2,"-0.26, 0.0, -0.335","0.26, 1.13367, 0.335","52.0, 113.367, 67.0",858,,,,
s__1177,"0,0,1",5,"-2.325, 0.0, -0.395001","2.325, 0.959907, 0.39500004","465.0, 95.9907, 79.0001",859,,,,
s__1178,"0,0,1",2,"-0.13, 7.1525574E-7, -0.13","0.13, 1.45156, 0.13","26.0, 145.15593, 26.0",860,,,,
s__1179,"0,0,1",2,"-0.64, -5.9604645E-8, -0.355","0.64, 0.451436, 0.355","128.0, 45.14361, 71.0",861,,,,
s__1180,"0,0,1",3,"-0.3, 9.536743E-7, -0.3","0.3, 0.526597, 0.3","60.000004, 52.659603, 60.000004",862,,,,
s__1183,"0,0,1",4,"-0.2, 0.0, -0.24","0.2, 2.306, 0.24","40.0, 230.6, 48.0",863,,,,
s__1184,"0,0,1",3,"-0.2, 0.0, -0.24","0.2, 2.306, 0.24","40.0, 230.6, 48.0",864,,,,
s__1185,"0,0,1",4,"-0.2, 0.0, -0.24","0.2, 1.666, 0.24","40.0, 166.6, 48.0",865,,,,
s__1186,"0,0,1",3,"-0.2, 0.0, -0.24","0.2, 1.666, 0.24","40.0, 166.6, 48.0",866,,,,
s__1187,"0,0,1",4,"-0.2, 0.0, -0.175","0.2, 2.306, 0.175","40.0, 230.6, 35.0",867,,,,
s__1188,"0,0,1",3,"-0.2, 0.0, -0.175","0.2, 2.306, 0.175","40.0, 230.6, 35.0",868,,,,
s__1189,"0,0,1",3,"-0.2, 0.0, -0.315","0.2, 2.306, 0.315","40.0, 230.6, 63.0",869,,,,
s__1190,"0,0,1",4,"-0.2, 0.0, -0.315","0.2, 2.306, 0.315","40.0, 230.6, 63.0",870,,,,
s__1192,"0,0,1",3,"-0.2, 0.0, -0.315","0.2, 2.306, 0.315","40.0, 230.6, 63.0",871,,,,
s__1193,"0,0,1",4,"-0.2, 0.0, -0.315","0.2, 2.306, 0.315","40.0, 230.6, 63.0",872,,,,
s__1195,"0,0,1",4,"-0.4, 0.0, -0.315","0.4, 2.306, 0.315","80.0, 230.6, 63.0",873,,,,
s__1196,"0,0,1",3,"-0.4, 0.0, -0.315","0.4, 2.306, 0.315","80.0, 230.6, 63.0",874,,,,
s__1197,"0,0,1",3,"-0.4, 0.0, -0.24","0.4, 2.306, 0.24","80.0, 230.6, 48.0",875,,,54,
s__1198,"0,0,1",4,"-0.4, 0.0, -0.24","0.4, 2.306, 0.24","80.0, 230.6, 48.0",876,,,54,
s__1199,"0,0,1",4,"-0.4, 0.0, -0.24","0.4, 2.306, 0.24","80.0, 230.6, 48.0",877,,,54,
s__1200,"0,0,1",1,"-0.3, 0.0, -0.15","0.3, 2.306, 0.15","60.000004, 230.6, 30.000002",878,,1,,
s__1201,"0,0,1",3,"-0.72, 0.0, -0.6","0.72, 0.776, 0.6","144.0, 77.600006, 120.000015",879,,1,21,
s__1202,"0,0,1",1,"-0.225, 0.0, -0.15","0.225, 2.306, 0.15","45.0, 230.6, 30.000002",880,,1,,
s__1203,"0,0,1",3,"-0.72, 0.0, -0.1875","0.72, 1.21, 0.1825","144.0, 121.0, 37.0",881,,,54,
s__1204,"0,0,1",4,"-0.72, 0.0, -0.1875","0.72, 1.21, 0.1825","144.0, 121.0, 37.0",882,,,54,
s__1205,"0,0,1",3,"-0.48, 0.0, -0.24","0.48, 0.866, 0.24","96.0, 86.6, 48.0",883,,,54,
s__1206,"0,0,1",4,"-0.48, 0.0, -0.19","0.48, 0.342, 0.19","96.0, 34.2, 38.0",884,,,54,
s__1207,"0,0,1",3,"-0.48, 0.0, -0.19","0.48, 0.342, 0.19","96.0, 34.2, 38.0",885,,,54,
s__1208,"0,0,1",3,"-0.64, 0.0, -0.24","0.64, 0.706, 0.24","128.0, 70.6, 48.0",886,,,54,
s__1209,"0,0,1",4,"-0.64, 0.0, -0.165","0.64, 0.684, 0.165","128.0, 68.4, 33.0",887,,,54,
s__1210,"0,0,1",3,"-0.64, 0.0, -0.165","0.64, 0.684, 0.165","128.0, 68.4, 33.0",888,,,54,
s__1211,"0,0,1",2,"-0.48, 0.0, -0.15","0.48, 0.32, 0.15","96.0, 32.0, 30.000002",889,,,54,
s__1212,"0,0,1",3,"-0.72, 0.0, -0.19","0.72, 1.21, 0.19","144.0, 121.0, 38.0",890,,,54,
s__1213,"0,0,1",4,"-0.72, 0.0, -0.19","0.72, 1.21, 0.19","144.0, 121.0, 38.0",891,,,54,
s__1214,"0,0,1",3,"-0.505, 0.0, -0.43","0.505, 2.306, 0.43","101.0, 230.6, 86.0",892,,1,54,
s__1215,"0,0,1",4,"-0.505, 0.0, -0.43","0.505, 2.306, 0.43","101.0, 230.6, 86.0",893,,1,54,
s__1216,"0,0,1",4,"-0.505, 0.0, -0.43","0.505, 2.306, 0.43","101.0, 230.6, 86.0",894,,1,54,
s__1217,"0,0,1",3,"-0.48, -3.5762787E-7, -0.24","0.48, 0.706, 0.24","96.0, 70.60004, 48.0",895,,,54,
s__1218,"0,0,1",3,"-0.64, 0.0, -0.24","0.64, 0.866, 0.24","128.0, 86.6, 48.0",896,,,54,
s__1219,"0,0,1",3,"-0.4, 0.0, -0.24","0.4, 0.866, 0.24","80.0, 86.6, 48.0",897,,,54,
s__1220,"0,0,1",3,"-0.64, -8.940697E-8, -0.19","0.64, 0.342, 0.19","128.0, 34.20001, 38.0",898,,,54,
s__1221,"0,0,1",4,"-0.64, -8.940697E-8, -0.19","0.64, 0.342, 0.19","128.0, 34.20001, 38.0",899,,,54,
s__1222,"0,0,1",4,"-0.72, -5.9604645E-8, -0.35","0.72, 0.7775, 0.35","144.0, 77.75001, 70.0",900,,,54,
s__1223,"0,0,1",2,"-0.48, 3.5762787E-7, -0.125","0.48, 0.099688, 0.125","96.0, 9.968765, 25.0",901,,,,
s__1224,"0,0,1",2,"-0.64, 0.0, -0.15","0.64, 0.32, 0.15","128.0, 32.0, 30.000002",902,,,,
s__1225,"0,0,1",3,"-0.72, 0.0, -0.6","0.72, 0.776, 0.6","144.0, 77.600006, 120.00001",903,,1,21,
s__1226,"0,0,1",2,"-0.64, 3.501773E-7, -0.125","0.64, 0.099688, 0.125","128.0, 9.968765, 25.0",904,,,,
s__1227,"0,0,1",3,"-0.72, 0.0, -0.185","0.72, 1.21, 0.185","144.0, 121.0, 37.0",905,,,,
s__1228,"0,0,1",4,"-0.72, 0.0, -0.185","0.72, 1.21, 0.185","144.0, 121.0, 37.0",906,,,,
s__1230,"0,0,1",4,"-0.3, 0.0, -0.24","0.3, 2.306, 0.24","60.000004, 230.6, 48.0",907,,,,
s__1231,"0,0,1",3,"-0.3, 0.0, -0.24","0.3, 2.306, 0.24","60.000004, 230.6, 48.0",908,,,,
s__1232,"0,0,1",3,"-0.505, 0.0, -0.43","0.505, 2.306, 0.43","101.0, 230.6, 86.0",909,,1,49,
s__1234,"0,0,1",4,"-0.505, 0.0, -0.43","0.505, 2.306, 0.43","101.0, 230.6, 86.0",910,,1,49,
s__1235,"0,0,1",3,"-0.43, 0.0, -0.43","0.43, 2.306, 0.43","86.0, 230.6, 86.0",911,,1,49,
s__1237,"0,0,1",4,"-0.43, 0.0, -0.43","0.43, 2.306, 0.43","86.0, 230.6, 86.0",912,,1,49,
s__1239,"0,0,1",4,"-0.4, 0.0, -0.175","0.4, 2.306, 0.175","80.0, 230.6, 35.0",913,,,49,
s__1240,"0,0,1",3,"-0.4, 0.0, -0.175","0.4, 2.306, 0.175","80.0, 230.6, 35.0",914,,,49,
s__1241,"0,0,1",3,"-0.48, 0.0, -0.24000001","0.48, 2.306, 0.24000001","96.0, 230.6, 48.0",915,,,49,
s__1242,"0,0,1",3,"-0.22, -5.9604645E-8, -0.215","0.22, 0.456, 0.215","44.0, 45.600002, 43.0",916,,,49,
s__1243,"0,0,1",4,"-0.420001, -8.34465E-7, -0.23499998","0.42, 1.57, 0.23499998","84.0001, 157.00009, 47.0",917,,,49,
s__1244,"0,0,1",4,"-0.2, 0.0, -0.24000001","0.2, 2.306, 0.245","40.0, 230.6, 48.5",918,,,49,
s__1245,"0,0,1",4,"-0.5, -4.476309E-5, -0.245","0.5, 0.6, 0.245","100.0, 60.00448, 49.0",919,,,49,
s__1246,"0,0,1",6,"-0.74, -1.1920929E-7, -1.09","0.74, 0.955529, 1.09","148.0, 95.5529, 218.0",920,,,,
s__1247,"0,0,1",6,"-0.84, -1.1920929E-7, -1.09","0.84, 0.955529, 1.09","168.0, 95.5529, 218.0",921,,,,
s__1248,"0,0,1",8,"-0.92, 0.0, -0.665","0.92, 0.765367, 0.665","184.0, 76.5367, 133.0",922,,,98,
s__1249,"0,0,1",9,"-1.345, 0.0, -0.35000002","1.3446801, 2.7, 0.35000002","268.96802, 270.0, 70.0",923,,,98,
s__1250,"0,0,1",2,"-0.195, -1.1920929E-7, -0.345","0.195, 0.78457, 0.345","39.0, 78.457016, 69.0",924,,,,
s__1251,"0,0,1",4,"-0.20500001, -3.027916E-5, -0.315","0.20500001, 0.509616, 0.315","41.0, 50.964634, 63.0",925,,,,
s__1252,"-1,0,0",7,"-1.035, 0.0, -0.9","1.035, 2.22, 0.9","180.0, 222.0, 207.0",926,,1,,
s__1253,"0,0,1",2,"-0.4, 2.3841858E-7, -0.3","0.4, 2.18033, 0.3","80.0, 218.03299, 60.000004",927,,,98,
s__1254,"0,0,1",2,"-0.235101, -1.1920929E-7, -0.295","0.235, 0.950148, 0.295","47.0101, 95.01482, 58.999996",928,,,,
s__1255,"0,0,1",4,"-0.235, 1.4901161E-7, -0.235","0.235, 0.436491, 0.235","47.0, 43.649086, 47.0",929,,,99,
s__1256,"0,0,1",5,"-0.455, 0.0, -0.099999994","0.455, 0.277041, 0.099999994","91.0, 27.7041, 20.0",930,,,99,
s__1257,"0,0,1",5,"-0.0850005, 0.0, -0.11","0.08499999, 0.462842, 0.11","17.00005, 46.2842, 22.0",931,,,99,
s__1258,"0,0,1",3,"-0.72, 0.0, -0.6","0.72, 1.986, 0.6","144.0, 198.59999, 120.00001",932,,1,21,
s__1259,"0,0,1",4,"-0.72, 0.0, -0.6","0.72, 1.986, 0.6","144.0, 198.59999, 120.00001",933,,1,21,
s__1260,"0,0,1",4,"-0.72, -1.1920929E-7, -0.35","0.72, 1.986, 0.35","144.0, 198.59999, 70.0",934,,,21,
s__1261,"0,0,1",5,"-0.72, -1.1920929E-7, -0.35","0.72, 1.986, 0.35","144.0, 198.59999, 70.0",935,,,21,
s__1262,"0,0,1",3,"-0.72, 0.0, -0.6","0.72, 1.986, 0.6","144.0, 198.59999, 120.00001",936,,1,21,
s__1265,"0,0,1",4,"-0.72, 0.0, -0.6","0.72, 1.986, 0.6","144.0, 198.59999, 120.00001",937,,1,21,
s__1268,"0,0,1",6,"-0.07, 0.0, -0.095","0.07, 0.424346, 0.095","14.0, 42.4346, 19.0",938,,,,
s__1269,"0,0,1",2,"-0.345, 0.0, -0.009998949","0.345, 0.932174, 0.00999894","69.0, 93.2174, 1.9997891",939,,,,
s__1270,"0,0,1",6,"-0.85, 0.0, -0.4","0.85, 1.03999, 0.4","170.0, 103.99899, 80.0",940,,,,
s__1271,"0,0,1",4,"-0.05, 0.0, -0.060000405","0.05, 0.23142, 0.0600003","10.0, 23.142, 12.000071",941,,,,
s__1272,"0,0,1",2,"-0.35, 1.7881393E-7, -0.0149991","0.35, 0.911463, 0.0149991","70.0, 91.146286, 2.99982",942,,,,
s__1273,"0,0,1",3,"-0.79, 0.0, -0.3","0.79, 1.03536, 0.3","158.0, 103.535995, 60.000008",943,,,,
s__1274,"0,0,1",2,"-0.06, 0.0, -0.07","0.06, 0.295098, 0.07","12.0, 29.5098, 14.0",944,,,,
s__1275,"0,0,1",2,"-0.3, -5.9604645E-8, -0.015","0.3, 0.890102, 0.015","60.000004, 89.0102, 3.0",945,,,,
s__1276,"0,0,1",2,"-0.37, 0.0, -0.0200001","0.37, 1.18295, 0.02","74.0, 118.295, 4.00001",946,,,,
s__1277,"0,0,1",3,"-0.73, 0.0, -0.255","0.73, 1.00855, 0.255","146.0, 100.855, 51.0",947,,,,
s__1278,"0,0,1",2,"-0.06, 0.0, -0.07","0.06, 0.431295, 0.07","12.0, 43.1295, 14.0",948,,,,
s__1279,"0,0,1",4,"-0.96, 0.0, -0.3","0.96, 1.0249, 0.3","192.0, 102.49, 60.000004",949,,,,
s__1280,"0,0,1",4,"-0.215, 0.0, -0.09","0.215, 0.424325, 0.09","43.0, 42.4325, 18.0",950,,,,
s__1281,"0,0,1",2,"-0.785, 0.0, -0.26","0.785, 0.834985, 0.26","157.0, 83.498505, 52.0",951,,,,
s__1282,"0,0,1",2,"-0.045, 0.0, -0.065","0.045, 0.298391, 0.065","9.0, 29.839102, 13.0",952,,,,
s__1283,"0,0,1",3,"-0.715, 0.0, -0.31","0.715, 1.04119, 0.31","143.0, 104.119, 62.0",953,,,,
s__1284,"0,0,1",5,"-1.39521, -5.9604645E-8, -0.78","1.39521, 0.701769, 0.78","279.042, 70.1769, 156.0",954,,,,
s__1285,"0,0,1",6,"-0.77997494, 0.0, -0.535","0.780025, 2.39747, 0.535","156.0, 239.747, 107.00001",955,,,,
s__1286,"0,0,1",3,"-1.525, -5.9604645E-8, -1.525","1.525, 0.860799, 1.525","305.0, 86.07991, 305.0",956,,,,
s__1287,"0,0,1",1,"-0.435, 0.0, -0.235","0.435, 0.506967, 0.235","87.0, 50.6967, 47.0",957,,,,
s__1288,"0,0,1",3,"-0.42, 1.1920929E-7, -0.555","0.42, 0.851153, 0.555","84.0, 85.115295, 111.0",958,,,142,
s__1289,"0,0,1",2,"-0.285, 0.0, -0.285","0.285, 0.420063, 0.285","57.0, 42.006298, 57.0",959,,,142,
s__1290,"0,0,1",3,"-1.32495, 0.0, -0.525002","1.325, 0.860799, 0.525","264.995, 86.0799, 105.0002",960,,,,
s__1291,"0,0,1",1,"-0.19, 0.0, -0.19","0.19, 0.764454, 0.19","38.0, 76.445404, 38.0",961,,,,
s__1292,"0,0,1",3,"-0.295, 0.0, -0.290023","0.295, 0.850037, 0.290023","58.999996, 85.0037, 58.0046",962,,,,
s__1293,"0,0,1",2,"-0.54, -0.0019409657, -0.0200001","0.54, 1.43284, 0.020001799","108.00001, 143.47809, 4.00019",963,,,,
s__1294,"0,0,1",4,"-0.555249, 0.0, -0.27","0.55500007, 0.9, 0.270251","111.0249, 90.0, 54.0251",964,,,,
s__1295,"0,0,1",1,"-0.46, -5.2332878E-5, -0.46","0.46, 0.610511, 0.46","92.0, 61.056335, 92.0",965,,,,
s__1296,"0,0,1",4,"-0.27, 0.0, -0.27","0.27, 2.00799, 0.27","54.000004, 200.79898, 54.000004",966,,,,
s__1297,"0,0,1",5,"-0.199999, 5.9604645E-8, -0.20000002","0.20000002, 0.968582, 0.199999","39.9999, 96.85819, 39.9999",967,,,,
s__1298,"0,0,1",2,"-0.585, -2.9802322E-8, -0.585","0.585, 0.45, 0.585","116.99999, 45.000004, 116.99999",968,,,,
s__1299,"0,0,1",3,"-1.0, 0.0, -0.335","1.0, 2.26, 0.335","200.0, 226.0, 67.0",969,,,,
s__1300,"0,0,1",1,"-0.55, 0.0, -0.25","0.55, 2.30494, 0.25","110.0, 230.494, 50.0",970,,,,
s__1301,"0,0,1",1,"-0.1, -2.9802322E-8, -0.1","0.1, 0.272372, 0.1","20.0, 27.237206, 20.0",971,,,,
s__1302,"0,0,1",6,"-1.115, 0.0, -1.23","1.115, 2.06476, 1.23","223.0, 206.476, 246.0",972,,,,
s__1303,"0,0,1",2,"-0.360022, -5.9604645E-8, -0.445","0.36001796, 0.889398, 0.445","72.004, 88.939804, 89.0",973,,,,
s__1304,"0,0,1",3,"-0.68, 0.0, -0.27","0.68, 0.7503, 0.27","136.0, 75.03, 54.000004",974,,,,
s__1305,"0,0,1",2,"-0.21500099, -8.940697E-7, -0.38038796","0.215002, 0.933084, 0.269612","43.0003, 93.30849, 65.0",975,,,,
s__1306,"0,0,1",6,"-0.230286, 0.0, -0.0797627","0.229931, 0.557711, 0.08025339","46.021698, 55.7711, 16.00161",976,,,,
s__1307,"0,0,1",2,"-0.42, 0.0, -0.2952","0.42, 0.68142, 0.2952","84.0, 68.142006, 59.039997",977,,,,
s__1308,"0,0,1",2,"-0.785, 0.0, -0.23","0.785, 0.708684, 0.23","157.0, 70.8684, 46.0",978,,,,
s__1309,"0,0,1",2,"-0.1, 0.0, -0.1","0.1, 0.718356, 0.1","20.0, 71.8356, 20.0",979,,,,
s__1310,"0,0,1",5,"-0.079998806, 0.0, -0.114999995","0.08, 0.39756, 0.114999995","15.99988, 39.756, 23.0",980,,,,
s__1311,"0,0,1",5,"-0.155039, -1.1920929E-7, -0.155","0.154961, 0.622241, 0.155","31.0, 62.22411, 31.0",981,,,,
s__1312,"0,0,1",2,"-0.32499903, 0.0, -0.00685477","0.325, 0.64, 0.0072902394","64.9999, 64.0, 1.414501",982,,,,
s__1313,"0,0,1",4,"-0.87, 0.0, -0.31","0.87, 1.2789, 0.31","174.0, 127.89, 62.0",983,,,,
s__1314,"0,0,1",1,"-0.16, 0.0, -0.15","0.16, 0.43, 0.15","32.0, 43.0, 30.000002",984,,,,
s__1315,"0,0,1",2,"-0.3, 0.0, -0.20499998","0.3, 0.75, 0.20499998","60.000004, 75.0, 41.0",985,,,,
s__1316,"0,0,1",2,"-0.25, 0.0, -0.199999","0.25, 0.63, 0.20000002","50.0, 63.0, 39.9999",986,,,,
s__1317,"0,0,1",1,"-0.32, 0.0, -0.32","0.32, 0.681164, 0.32","64.0, 68.1164, 64.0",987,,,,
s__1318,"0,0,1",5,"-0.17, 0.0, -0.17","0.17, 0.720592, 0.17","34.0, 72.059204, 34.0",988,,,,
s__1319,"0,0,1",2,"-0.8, 0.0, -0.45","0.8, 0.776718, 0.45","160.0, 77.6718, 90.0",989,,,,
s__1320,"0,0,1",4,"-1.12, 0.0, -0.31","1.12, 1.03922, 0.31","224.0, 103.922, 62.0",990,,,,
s__1321,"0,0,1",3,"-0.105, 0.0, -0.0699999","0.105, 0.150468, 0.06999999","21.0, 15.046801, 13.99999",991,,,,
s__1322,"0,0,1",6,"-0.815, 0.0, -0.555","0.815, 2.7, 0.555","163.0, 270.0, 111.0",992,,,,
s__1323,"0,0,1",7,"-1.35501, 7.1525574E-7, -0.32999998","1.35501, 1.90641, 0.32999998","271.002, 190.64091, 66.0",993,,,,
s__1324,"0,0,1",2,"-0.685, 0.0, -0.26","0.685, 0.462583, 0.26","137.0, 46.2583, 52.0",994,,,,
s__1325,"0,0,1",4,"-0.085, 1.4901161E-8, -0.085","0.085, 0.247967, 0.085","17.0, 24.7967, 17.0",995,,,,
s__1326,"0,0,1",2,"-0.105, 0.0, -0.055","0.105, 0.602126, 0.055","21.0, 60.2126, 11.0",996,,,,
s__1327,"0,0,1",2,"-0.1, 0.0, -0.065","0.1, 0.417723, 0.065","20.0, 41.7723, 13.0",997,,,,
s__1328,"0,0,1",1,"-0.25, -1.0430813E-7, -0.0100001","0.25, 0.5, 0.00999997","50.0, 50.00001, 2.0000072",998,,,,
s__1329,"0,0,1",6,"-0.08, 0.0, -0.115","0.08, 0.347779, 0.115","16.0, 34.7779, 23.0",999,,,,
s__1330,"0,0,1",2,"-1.0949, -2.6899576E-4, -0.510026","1.0949, 0.912196, 0.51","218.98, 91.2465, 102.002594",1000,,,,
s__1331,"0,0,1",2,"-0.395, -2.3543835E-6, -0.255","0.395, 0.443937, 0.255","79.0, 44.393936, 51.0",1001,,,,
s__1332,"0,0,1",2,"-0.555, 0.0, -0.375","0.555, 0.518, 0.375","111.0, 51.8, 75.0",1002,,,,
s__1333,"0,0,1",3,"-0.105, 2.3841858E-7, -0.105","0.105, 0.662262, 0.105","21.0, 66.22618, 21.0",1003,,,,
s__1334,"0,0,1",2,"-0.3, 0.0, -0.299974","0.3, 0.4, 0.299974","60.000004, 40.0, 59.9948",1004,,,,
s__1335,"0,0,1",4,"-0.15, 0.0, -0.15","0.15, 1.49992, 0.15","30.000002, 149.992, 30.000004",1005,,,,
s__1336,"0,0,1",4,"-0.79, -2.3841858E-7, -0.345001","0.79, 2.0958, 0.345","158.0, 209.58002, 69.00011",1006,,,,
s__1337,"0,0,1",2,"-0.34, 0.0, -0.385","0.34, 0.949956, 0.385","68.0, 94.9956, 77.0",1007,,,,
s__1338,"0,0,1",4,"-0.975, 0.0, -0.315","0.975, 0.75, 0.315","195.0, 75.0, 63.0",1008,,,,
s__1339,"0,0,1",2,"-0.485, 0.0, -0.0300004","0.485, 0.97, 0.030102503","97.0, 97.0, 6.01029",1009,,,,
s__1340,"0,0,1",3,"-0.35, 0.0, -0.37","0.35, 0.815879, 0.37","70.0, 81.5879, 74.0",1010,,,,
s__1341,"0,0,1",7,"-0.24, 0.0, -0.24","0.24, 0.746625, 0.24","48.0, 74.6625, 48.0",1011,,,,
s__1342,"0,0,1",2,"-0.12, 0.0, -0.12","0.12, 0.256381, 0.12","24.0, 25.638098, 24.0",1012,,,,
s__1343,"0,0,1",4,"-0.5400001, -4.2831898E-4, -0.54","0.5400001, 1.08397, 0.54","108.000015, 108.43983, 108.0",1013,,,,
s__1344,"0,0,1",5,"-0.2, 0.0, -0.3","0.2, 0.508326, 0.3","40.0, 50.832603, 60.000004",1014,,,,
s__1345,"0,0,1",3,"-0.855, 0.0, -0.515","0.855, 1.00966, 0.515","171.0, 100.966, 103.0",1015,,,,
s__1346,"0,0,1",3,"-0.155, 0.0, -0.155","0.155, 0.3, 0.155","31.0, 30.000002, 31.0",1016,,,,
s__1347,"0,0,1",4,"-0.225, -5.994737E-4, -0.16","0.225, 0.403685, 0.16","45.0, 40.428448, 32.0",1017,,,,
s__1348,"0,0,1",8,"-0.14, -0.0027156025, -0.18","0.14, 0.171904, 0.18","28.0, 17.46196, 36.0",1018,,,,
s__1349,"0,0,1",8,"-0.11, 0.0, -0.125","0.11, 0.324059, 0.125","22.0, 32.4059, 25.0",1019,,,,
s__1350,"0,0,1",8,"-0.27, 0.0, -0.57","0.27, 0.484121, 0.57","54.000004, 48.412098, 114.0",1020,,,,
s__1351,"0,0,1",9,"-0.2, 0.0, -0.405","0.2, 0.669487, 0.405","40.0, 66.9487, 81.0",1021,,,,
s__1352,"0,0,1",12,"-0.23, -0.0011194609, -0.065","0.23, 0.0321872, 0.065","46.0, 3.3306663, 13.0",1022,,,,
s__1353,"0,0,1",3,"-0.85, 0.0, -0.195","0.85, 0.754, 0.195","170.0, 75.4, 39.0",1023,,,55,
s__1354,"0,0,1",2,"-0.55, -5.9604645E-8, -0.4","0.55, 0.754, 0.4","110.0, 75.40001, 80.0",1024,,,55,
s__1355,"0,0,1",3,"-0.42, 0.0, -0.235","0.42, 1.47, 0.235","84.0, 147.0, 47.0",1025,,,55,
s__1356,"0,0,1",4,"-0.42, 0.0, -0.235","0.42, 1.47, 0.235","84.0, 147.0, 47.0",1026,,,55,
s__1357,"0,0,1",4,"-0.42, 0.0, -0.235","0.42, 2.175, 0.235","84.0, 217.5, 47.0",1027,,,55,
s__1358,"0,0,1",3,"-0.42, 0.0, -0.235","0.42, 2.175, 0.235","84.0, 217.5, 47.0",1028,,,55,
s__1359,"0,0,1",3,"-0.28, 0.0, -0.235","0.28, 2.175, 0.235","56.0, 217.5, 47.0",1029,,,55,
s__1360,"0,0,1",3,"-0.28, 0.0, -0.235","0.28, 2.175, 0.235","56.0, 217.5, 47.0",1030,,,55,
s__1361,"0,0,1",3,"-0.42, 0.0, -0.235","0.42, 0.766, 0.235","84.0, 76.6, 47.0",1031,,,55,
s__1362,"0,0,1",2,"-0.89, -0.08500004, -0.125","0.89, 2.085, 0.125","178.0, 217.0, 25.0",1032,,,55,
s__1363,"0,0,1",2,"-0.4, 2.9802322E-8, -0.295","0.4, 0.421, 0.295","80.0, 42.1, 58.999996",1033,,,55,
